"taxon_name","accepted_wcvp_name","accepted_wcvp_name_binomial"
"Amphicarpaea bracteata (L.) Fernald var. comosa (L.) Fernald","Amphicarpaea bracteata (L.) Fernald","Amphicarpaea bracteata"
"Amphicarpaea bracteata (L.) Fernald var. bracteata","Amphicarpaea bracteata (L.) Fernald var. bracteata","Amphicarpaea bracteata"
"Amphicarpaea sp.","Amphicarpaea sp.","Amphicarpaea sp."
"Amphicarpum muehlenbergianum (Schult.) Hitchc.","Amphicarpum muehlenbergianum (Schult.) Hitchc.","Amphicarpum muehlenbergianum"
"Amphicarpum sp.","Amphicarpum sp.","Amphicarpum sp."
"Distictis lactiflora (Vahl) DC.","Amphilophium lactiflorum (Vahl) L.G.Lohmann","Amphilophium lactiflorum"
"Amsinckia douglasiana A. DC.","Amsinckia douglasiana A.DC.","Amsinckia douglasiana"
"Amsinckia eastwoodiae J.F. Macbr.","Amsinckia eastwoodiae J.F.Macbr.","Amsinckia eastwoodiae"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.","Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.","Amsinckia menziesii"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","Amsinckia menziesii var. intermedia (Fisch. & C.A.Mey.) ined.","Amsinckia menziesii"
"Amsinckia sp.","Amsinckia sp.","Amsinckia sp."
"Amsinckia spp.","Amsinckia spp.","Amsinckia sp."
"Amsinckia tessellata A. Gray","Amsinckia tessellata A.Gray","Amsinckia tessellata"
"Amsonia ciliata Walter","Amsonia ciliata Walter","Amsonia ciliata"
"Amsonia ciliata Walter var. texana (A. Gray) J.M. Coult.","Amsonia ciliata var. texana (A.Gray) J.M.Coult.","Amsonia ciliata"
"Amsonia sp.","Amsonia sp.","Amsonia sp."
"Amsonia tabernaemontana Walter var. tabernaemontana","Amsonia tabernaemontana var. tabernaemontana","Amsonia tabernaemontana"
"Amsonia tabernaemontana Walter","Amsonia tabernaemontana Walter","Amsonia tabernaemontana"
"Amsonia tabernaemontana Walter var. gattingeri Woodson","Amsonia tabernaemontana var. salicifolia (Pursh) Woodson","Amsonia tabernaemontana"
"Amsonia tomentosa Torr. & Frém. var. stenophylla Kearney & Peebles","Amsonia tomentosa var. stenophylla Kearney & Peebles","Amsonia tomentosa"
"Amyris elemifera L.","Amyris elemifera L.","Amyris elemifera"
"Anaphalis margaritacea (L.) Benth.","Anaphalis margaritacea (L.) Benth. & Hook.f.","Anaphalis margaritacea"
"Anaphalis sp.","Anaphalis sp.","Anaphalis sp."
"Anastrophyllum tenue H. Williams","Anastrophyllum tenue H. Williams","Anastrophyllum tenue"
"Cynoglossum virginianum L.","Andersonglossum virginianum (L.) J.I.Cohen","Andersonglossum virginianum"
"Andira inermis (W. Wright) Kunth ex DC.","Andira inermis (W.Wright) Kunth ex DC.","Andira inermis"
"Andromeda polifolia L.","Andromeda polifolia L.","Andromeda polifolia"
"Andromeda polifolia L. var. glaucophylla (Link) DC.","Andromeda polifolia var. latifolia Aiton","Andromeda polifolia"
"Andromeda polifolia L. var. polifolia","Andromeda polifolia var. latifolia Aiton","Andromeda polifolia"
"Andromeda sp.","Andromeda sp.","Andromeda sp."
"Andropogon brachystachyus Chapm.","Andropogon brachystachyus Chapm.","Andropogon brachystachyus"
"Andropogon virginicus L. var. decipiens C.S. Campbell","Andropogon campbellii U.B.Deshmukh, M.B.Shende & E.S.Reddy","Andropogon campbellii"
"Andropogon capillipes Nash","Andropogon capillipes Nash","Andropogon capillipes"
"Andropogon glaucopsis Elliott","Andropogon cretaceus Weakley & Schori","Andropogon cretaceus"
"Andropogon floridanus Scribn.","Andropogon floridanus Scribn.","Andropogon floridanus"
"Andropogon gerardii Vitman","Andropogon gerardi Vitman","Andropogon gerardi"
"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","Andropogon glomeratus"
"Andropogon gyrans Ashe","Andropogon gyrans Ashe","Andropogon gyrans"
"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. hirsutior (Hack.) C. Mohr","Andropogon hirsutior (Hack.) Weakley & LeBlond","Andropogon hirsutior"
"Andropogon sp.","Andropogon sp.","Andropogon sp."
"Andropogon spp.","Andropogon spp.","Andropogon sp."
"Schizachyrium scoparium (Michx.) Nash var. stoloniferum (Nash) Wipff","Andropogon stolonifer (Nash) Hitchc.","Andropogon stolonifer"
"Schizachyrium tenerum Nees","Andropogon tener (Nees) Kunth","Andropogon tener"
"Andropogon ternarius Michx.","Andropogon ternarius Michx.","Andropogon ternarius"
"Andropogon ternarius Michx. var. ternarius","Andropogon ternarius Michx. var. ternarius","Andropogon ternarius"
"Andropogon virginicus L.","Andropogon virginicus L.","Andropogon virginicus"
"Andropogon virginicus L. var. virginicus","Andropogon virginicus L. var. virginicus","Andropogon virginicus"
"Androsace chamaejasme Wulfen ssp. lehmanniana (Spreng.) Hultén","Androsace lehmanniana Spreng.","Androsace lehmanniana"
"Androsace occidentalis Pursh","Androsace occidentalis Pursh","Androsace occidentalis"
"Androsace septentrionalis L.","Androsace septentrionalis L.","Androsace septentrionalis"
"Androsace sp.","Androsace sp.","Androsace sp."
"Androstephium breviflorum S. Watson","Androstephium breviflorum S.Watson","Androstephium breviflorum"
"Androstephium sp.","Androstephium sp.","Androstephium sp."
"Anemone canadensis L.","Anemonastrum canadense (L.) Mosyakin","Anemonastrum canadense"
"Anemone deltoidea Hook.","Anemonastrum deltoideum (Douglas) Mosyakin","Anemonastrum deltoideum"
"Anemone narcissiflora L.","Anemonastrum narcissiflorum (L.) Holub","Anemonastrum narcissiflorum"
"Anemone richardsonii Hook.","Anemonastrum richardsonii (Hook.) Mosyakin","Anemonastrum richardsonii"
"Anemone berlandieri Pritz.","Anemone berlandieri Pritz.","Anemone berlandieri"
"Anemone canadensis/cylindrica","Anemone canadensis","Anemone canadensis"
"Anemone caroliniana Walter","Anemone caroliniana Walter","Anemone caroliniana"
"Anemone cylindrica A. Gray","Anemone cylindrica A.Gray","Anemone cylindrica"
"Anemone multifida Poir. var. multifida","Anemone multifida var. multifida","Anemone multifida"
"Anemone multifida Poir.","Anemone multifida Poir.","Anemone multifida"
"Anemone multifida Poir. var. tetonensis (Porter ex Britton) C.L. Hitchc.","Anemone multifida var. tetonensis (Porter ex Britton) C.L.Hitchc.","Anemone multifida"
"Anemone parviflora Michx.","Anemone parviflora Michx.","Anemone parviflora"
"Anemone quinquefolia L. var. quinquefolia","Anemone quinquefolia L. var. quinquefolia","Anemone quinquefolia"
"Anemone sp.","Anemone sp.","Anemone sp."
"Anemone spp.","Anemone spp.","Anemone sp."
"Anemone tuberosa Rydb.","Anemone tuberosa Rydb.","Anemone tuberosa"
"Anemone virginiana L.","Anemone virginiana L.","Anemone virginiana"
"Anemone virginiana L. var. virginiana","Anemone virginiana var. virginiana","Anemone virginiana"
"Thalictrum thalictroides (L.) Eames & B. Boivin","Anemonella thalictroides (L.) Spach","Anemonella thalictroides"
"Anemone lyallii Britton","Anemonoides grayi (Behr & Kellogg) Starod.","Anemonoides grayi"
"Anemone lancifolia Pursh","Anemonoides lancifolia (Pursh) Holub","Anemonoides lancifolia"
"Anemone oregana A. Gray","Anemonoides oregana (A.Gray) Holub","Anemonoides oregana"
"Anemone quinquefolia L.","Anemonoides quinquefolia (L.) Holub","Anemonoides quinquefolia"
"Angelica genuflexa Nutt.","Angelica genuflexa Nutt.","Angelica genuflexa"
"Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose","Angelica grayi (J.M.Coult. & Rose) J.M.Coult. & Rose","Angelica grayi"
"Angelica sp.","Angelica sp.","Angelica sp."
"Angelica triquinata Michx.","Angelica triquinata Michx.","Angelica triquinata"
"Angelica venenosa (Greenway) Fernald","Angelica venenosa (Greenway) Fernald","Angelica venenosa"
"Anisacanthus thurberi (Torr.) A. Gray","Anisacanthus thurberi (Torr.) A.Gray","Anisacanthus thurberi"
"Anredera cordifolia (Ten.) Steenis","Anredera cordifolia (Ten.) Steenis","Anredera cordifolia"
"Antennaria anaphaloides Rydb.","Antennaria anaphaloides Rydb.","Antennaria anaphaloides"
"Antennaria corymbosa E.E. Nelson","Antennaria corymbosa E.E.Nelson","Antennaria corymbosa"
"Antennaria dimorpha (Nutt.) Torr. & A. Gray","Antennaria dimorpha Torr. & A.Gray","Antennaria dimorpha"
"Antennaria friesiana (Trautv.) Ekman","Antennaria friesiana (Trautv.) Ekman","Antennaria friesiana"
"Antennaria media Greene","Antennaria media Greene","Antennaria media"
"Antennaria microphylla Rydb.","Antennaria microphylla Rydb.","Antennaria microphylla"
"Antennaria neglecta Greene","Antennaria neglecta Greene","Antennaria neglecta"
"Antennaria parlinii Fernald","Antennaria parlinii Fernald","Antennaria parlinii"
"Antennaria parvifolia Nutt.","Antennaria parvifolia Nutt.","Antennaria parvifolia"
"Antennaria plantaginifolia (L.) Richardson","Antennaria plantaginifolia (L.) Hook.","Antennaria plantaginifolia"
"Antennaria racemosa Hook.","Antennaria racemosa Hook.","Antennaria racemosa"
"Antennaria rosea Greene ssp. rosea","Antennaria rosea subsp. rosea","Antennaria rosea"
"Antennaria rosea Greene","Antennaria rosea Greene","Antennaria rosea"
"Antennaria rosea Greene ssp. pulvinata (Greene) Bayer","Antennaria rosea subsp. pulvinata (Greene) R.J.Bayer","Antennaria rosea"
"Antennaria sp.","Antennaria sp.","Antennaria sp."
"Antennaria spp.","Antennaria spp.","Antennaria sp."
"Antennaria umbrinella Rydb.","Antennaria umbrinella Rydb.","Antennaria umbrinella"
"Anthaenantia sp.","Anthaenantia sp.","Anthaenantia sp."
"Anthemis arvensis L.","Anthemis arvensis L.","Anthemis arvensis"
"Anthemis cotula L.","Anthemis cotula L.","Anthemis cotula"
"Anthaenantia villosa (Michx.) P. Beauv.","Anthenantia villosa (Michx.) P.Beauv.","Anthenantia villosa"
"Hierochloe pauciflora R. Br.","Anthoxanthum arcticum Veldkamp","Anthoxanthum arcticum"
"Anthoxanthum monticola (Bigelow) Veldkamp ssp. alpinum (Sw. ex Willd.) Soreng","Anthoxanthum monticola (Bigelow) Veldkamp","Anthoxanthum monticola"
"Anthoxanthum monticola (Bigelow) Veldkamp","Anthoxanthum monticola (Bigelow) Veldkamp","Anthoxanthum monticola"
"Hierochloe hirta (Schrank) Borbás ssp. arctica (J. Presl) G. Weim.","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp","Anthoxanthum nitens"
"Hierochloe hirta (Schrank) Borbás","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp","Anthoxanthum nitens"
"Anthoxanthum odoratum L.","Anthoxanthum odoratum L.","Anthoxanthum odoratum"
"Anthoxanthum odoratum L. ssp. odoratum","Anthoxanthum ovatum Lag.","Anthoxanthum ovatum"
"Anthoxanthum sp.","Anthoxanthum sp.","Anthoxanthum sp."
"Anthriscus cerefolium (L.) Hoffm.","Anthriscus cerefolium (L.) Hoffm.","Anthriscus cerefolium"
"Anthurium crenatum (L.) Kunth","Anthurium crenatum (L.) Kunth","Anthurium crenatum"
"Zigadenus elegans Pursh","Anticlea elegans (Pursh) Rydb.","Anticlea elegans"
"Anulocaulis leiosolenus (Torr.) Standl. var. gypsogenus (Waterf.) Spellenb. & T. Wooten","Anulocaulis leiosolenus var. gypsogenus (Waterf.) Spellenb. & Wootten","Anulocaulis leiosolenus"
"Aphanostephus ramosissimus DC.","Aphanostephus ramosissimus DC.","Aphanostephus ramosissimus"
"Aphanostephus skirrhobasis (DC.) Trel.","Aphanostephus skirrhobasis Trel.","Aphanostephus skirrhobasis"
"Apiastrum angustifolium Nutt.","Apiastrum angustifolium Nutt.","Apiastrum angustifolium"
"Apios americana Medik.","Apios americana Medik.","Apios americana"
"Aplectrum hyemale (Muhl. ex Willd.) Torr.","Aplectrum hyemale (Muhl. ex Willd.) Torr.","Aplectrum hyemale"
"Apocynum androsaemifolium L.","Apocynum androsaemifolium L.","Apocynum androsaemifolium"
"Apocynum cannabinum L.","Apocynum cannabinum L.","Apocynum cannabinum"
"Apocynum sp.","Apocynum sp.","Apocynum sp."
"Apodanthera undulata A. Gray","Apodanthera undulata A.Gray","Apodanthera undulata"
"Echinodorus cordifolius (L.) Griseb.","Aquarius cordifolius (L.) Christenh. & Byng","Aquarius cordifolius"
"Aquilegia canadensis L.","Aquilegia canadensis L.","Aquilegia canadensis"
"Aquilegia coerulea James","Aquilegia coerulea E.James","Aquilegia coerulea"
"Aquilegia formosa Fisch. ex DC.","Aquilegia formosa Fisch. ex DC.","Aquilegia formosa"
"Aquilegia sp.","Aquilegia sp.","Aquilegia sp."
"Arabis fendleri (S. Watson) Greene var. fendleri","Arabis fendleri (S. Watson) Greene var. fendleri","Arabis fendleri"
"Arabis georgiana Harper","Arabis georgiana R.M.Harper","Arabis georgiana"
"Arabis hirsuta (L.) Scop.","Arabis hirsuta (L.) Scop.","Arabis hirsuta"
"Arabis nuttallii B.L. Rob.","Arabis nuttallii (Kuntze) B.L.Rob.","Arabis nuttallii"
"Arabis oregana Rollins","Arabis oregana Rollins","Arabis oregana"
"Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins","Arabis pycnocarpa M.Hopkins","Arabis pycnocarpa"
"Arabis sp.","Arabis sp.","Arabis sp."
"Arabis spp.","Arabis spp.","Arabis sp."
"Arachis hypogaea L.","Arachis hypogaea L.","Arachis hypogaea"
"Aralia hispida Vent.","Aralia hispida Vent.","Aralia hispida"
"Aralia nudicaulis L.","Aralia nudicaulis L.","Aralia nudicaulis"
"Aralia sp.","Aralia sp.","Aralia sp."
"Aralia spinosa L.","Aralia spinosa L.","Aralia spinosa"
"Arbutus xalapensis Kunth","Arbutus xalapensis Kunth","Arbutus xalapensis"
"Arceuthobium abietinum (Engelm.) Hawksw. & Wiens","Arceuthobium abietinum (Engelm.) Munz","Arceuthobium abietinum"
"Arceuthobium americanum Nutt. ex Engelm.","Arceuthobium americanum Nutt. ex Engelm.","Arceuthobium americanum"
"Arceuthobium campylopodum Engelm.","Arceuthobium campylopodum Engelm.","Arceuthobium campylopodum"
"Arceuthobium cyanocarpum (A. Nelson ex Rydb.) A. Nelson","Arceuthobium cyanocarpum (A.Nelson ex Rydb.) J.M.Coult. & A.Nelson","Arceuthobium cyanocarpum"
"Arceuthobium divaricatum Engelm.","Arceuthobium divaricatum Engelm.","Arceuthobium divaricatum"
"Arceuthobium douglasii Engelm.","Arceuthobium douglasii Engelm.","Arceuthobium douglasii"
"Arceuthobium pusillum Peck","Arceuthobium pusillum Peck","Arceuthobium pusillum"
"Arceuthobium sp.","Arceuthobium sp.","Arceuthobium sp."
"Arceuthobium tsugense (Rosend.) G.N. Jones","Arceuthobium tsugense (Rosend.) G.N.Jones","Arceuthobium tsugense"
"Arceuthobium vaginatum (Willd.) J. Presl","Arceuthobium vaginatum (Humb. & Bonpl. ex Willd.) J.Presl","Arceuthobium vaginatum"
"Arctagrostis latifolia (R. Br.) Griseb.","Arctagrostis latifolia (R.Br.) Griseb.","Arctagrostis latifolia"
"Arctagrostis latifolia (R. Br.) Griseb. ssp. latifolia","Arctagrostis latifolia (R. Br.) Griseb. ssp. latifolia","Arctagrostis latifolia"
"Arctagrostis sp.","Arctagrostis sp.","Arctagrostis sp."
"Arctium minus Bernh.","Arctium minus (Hill) Bernh.","Arctium minus"
"Arctium sp.","Arctium sp.","Arctium sp."
"Arctostaphylos alpina (L.) Spreng. var. alpina","Arctostaphylos alpina (L.) Spreng. var. alpina","Arctostaphylos alpina"
"Arctostaphylos manzanita Parry","Arctostaphylos manzanita Parry","Arctostaphylos manzanita"
"Arctostaphylos nevadensis A. Gray","Arctostaphylos nevadensis A.Gray","Arctostaphylos nevadensis"
"Arctostaphylos nissenana Merriam","Arctostaphylos nissenana Merriam","Arctostaphylos nissenana"
"Arctostaphylos patula Greene","Arctostaphylos patula Greene","Arctostaphylos patula"
"Arctostaphylos spp.","Arctostaphylos spp.","Arctostaphylos sp."
"Arctostaphylos sp.","Arctostaphylos sp.","Arctostaphylos sp."
"Arctostaphylos uva-ursi (L.) Spreng.","Arctostaphylos uva-ursi (L.) Spreng.","Arctostaphylos uva-ursi"
"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Arctostaphylos viscida subsp. mariposa (Dudley) P.V.Wells","Arctostaphylos viscida"
"Arctostaphylos alpina (L.) Spreng.","Arctous alpina (L.) Nied.","Arctous alpina"
"Arctostaphylos rubra (Rehder & Wilson) Fernald","Arctous rubra (Rehder & E.H.Wilson) Nakai","Arctous rubra"
"Arenaria fendleri A. Gray var. fendleri","Arenaria fendleri A. Gray var. fendleri","Arenaria fendleri"
"Cerastium arvense L. ssp. strictum (L.) Ugborogho","Arenaria grandiflora subsp. grandiflora","Arenaria grandiflora"
"Arenaria hookeri Nutt. ssp. hookeri","Arenaria hookeri Nutt. ssp. hookeri","Arenaria hookeri"
"Arenaria paludicola B.L. Rob.","Arenaria paludicola B.L.Rob.","Arenaria paludicola"
"Arenaria serpyllifolia L.","Arenaria serpyllifolia L.","Arenaria serpyllifolia"
"Arenaria sp.","Arenaria sp.","Arenaria sp."
"Arenaria spp.","Arenaria spp.","Arenaria sp."
"Argemone polyanthemos (Fedde) G.B. Ownbey","Argemone polyanthemos (Fedde) Ownbey","Argemone polyanthemos"
"Argemone sp.","Argemone sp.","Argemone sp."
"Argentina anserina (L.) Rydb.","Argentina anserina (L.) Rydb.","Argentina anserina"
"Argythamnia candicans Sw.","Argythamnia candicans Sw.","Argythamnia candicans"
"Argythamnia claryana Jeps.","Argythamnia claryana Jeps.","Argythamnia claryana"
"Argythamnia fasciculata (Vahl ex A. Juss.) Müll. Arg.","Argythamnia fasciculata (Vahl ex A.Juss.) Müll.Arg.","Argythamnia fasciculata"
"Argythamnia lanceolata (Benth.) Müll. Arg.","Argythamnia lanceolata (Benth.) Müll.Arg.","Argythamnia lanceolata"
"Argythamnia neomexicana Müll. Arg.","Argythamnia serrata (Torr.) Müll.Arg.","Argythamnia serrata"
"Argythamnia serrata (Torr.) Müll. Arg.","Argythamnia serrata (Torr.) Müll.Arg.","Argythamnia serrata"
"Argythamnia sp.","Argythamnia sp.","Argythamnia sp."
"Arisaema dracontium (L.) Schott","Arisaema dracontium (L.) Schott","Arisaema dracontium"
"Arisaema triphyllum (L.) Schott","Arisaema triphyllum (L.) Schott","Arisaema triphyllum"
"Arisaema triphyllum (L.) Schott ssp. triphyllum","Arisaema triphyllum (L.) Schott ssp. triphyllum","Arisaema triphyllum"
"Aristida adscensionis L.","Aristida adscensionis L.","Aristida adscensionis"
"Aristida beyrichiana Trin. & Rupr.","Aristida beyrichiana Trin. & Rupr.","Aristida beyrichiana"
"Aristida californica Thurb. ex S. Watson","Aristida californica Thurb.","Aristida californica"
"Aristida condensata Chapm.","Aristida condensata Chapm.","Aristida condensata"
"Aristida divaricata Humb. & Bonpl. ex Willd.","Aristida divaricata Humb. & Bonpl. ex Willd.","Aristida divaricata"
"Aristida floridana (Chapm.) Vasey","Aristida floridana (Chapm.) Vasey","Aristida floridana"
"Aristida californica Thurb. ex S. Watson var. glabrata Vasey","Aristida glabrata (Vasey) Hitchc.","Aristida glabrata"
"Aristida gyrans Chapm.","Aristida gyrans Chapm.","Aristida gyrans"
"Aristida ternipes Cav. var. gentilis (Henr.) Allred","Aristida hamulosa Henrard","Aristida hamulosa"
"Aristida lanosa Muhl. ex Elliott","Aristida lanosa Muhl. ex Elliott","Aristida lanosa"
"Aristida longespica Poir.","Aristida longespica Poir.","Aristida longespica"
"Aristida longespica Poir. var. geniculata (Raf.) Fernald","Aristida longespica Poir.","Aristida longespica"
"Aristida mohrii Nash","Aristida mohrii Nash","Aristida mohrii"
"Aristida oligantha Michx.","Aristida oligantha Michx.","Aristida oligantha"
"Aristida palustris (Chapm.) Vasey","Aristida palustris (Chapm.) Vasey","Aristida palustris"
"Aristida pansa Woot. & Standl.","Aristida pansa Wooton & Standl.","Aristida pansa"
"Aristida purpurascens Poir.","Aristida purpurascens Poir.","Aristida purpurascens"
"Aristida purpurascens Poir. var. purpurascens","Aristida purpurascens Poir. var. purpurascens","Aristida purpurascens"
"Aristida purpurascens Poir. var. tenuispica (Hitchc.) Allred","Aristida purpurascens Poir.","Aristida purpurascens"
"Aristida purpurea Nutt.","Aristida purpurea Nutt.","Aristida purpurea"
"Aristida purpurea Nutt. var. perplexa Allred & Valdés-Reyna","Aristida purpurea Nutt.","Aristida purpurea"
"Aristida purpurea Nutt. var. purpurea","Aristida purpurea Nutt. var. purpurea","Aristida purpurea"
"Aristida simpliciflora Chapm.","Aristida simpliciflora Chapm.","Aristida simpliciflora"
"Aristida sp.","Aristida sp.","Aristida sp."
"Aristida spp.","Aristida spp.","Aristida sp."
"Aristida spiciformis Elliott","Aristida spiciformis Elliott","Aristida spiciformis"
"Aristida ternipes Cav.","Aristida ternipes Cav.","Aristida ternipes"
"Aristida ternipes Cav. var. ternipes","Aristida ternipes Cav. var. ternipes","Aristida ternipes"
"Aristida purpurea Nutt. var. wrightii (Nash) Allred","Aristida wrightii Nash","Aristida wrightii"
